epoch,acc,loss
0,0.9977430109246368,0.008679773394302134
1,0.9988826385922865,0.004130982904578414
2,0.9990648170826746,0.003341380820673783
3,0.9992044872586388,0.003252223213783404
4,0.99920246305319,0.003245458077926376
5,0.9993259395855641,0.002694378200071215
6,0.9993421332291542,0.0024741631701081556
7,0.999360351078193,0.002744904830210074
8,0.9994150046253094,0.0024187199353786337
9,0.9993967867762706,0.0025205963466341935
10,0.9994534645288358,0.0019817438301950843
11,0.9994332224743483,0.0022410096641567595
12,0.9994716823778746,0.002287922628839534
13,0.9993826173381294,0.003472568903229009
14,0.9994838276105672,0.002007272765941391
15,0.9994473919124895,0.0025977574895020587
16,0.9994858518160159,0.002364217488117009
17,0.9995263359249911,0.002111192433854941
18,0.999443343501592,0.002287368312026607
19,0.9994797791996697,0.0021798174634712637
20,0.9995060938705035,0.00202094937025745
21,0.9995445537740298,0.0017558659115813496
22,0.9995081180759522,0.001954457696023983
23,0.9995607474176199,0.0018107570670719546
24,0.999518239103196,0.0019976615656389003
25,0.9995546748012736,0.0020006560542502046
26,0.999518239103196,0.002456598967466902
27,0.999510142281401,0.0027978799727704728
28,0.9995303843358886,0.0021312066159926636
29,0.9995627716230686,0.002024967896973328
30,0.9994291740634508,0.004021061299631028
31,0.9995405053631323,0.002476565506848086
32,0.999427149858002,0.0032895452250044166
33,0.6442256503266055,5.72810839272163
34,0.9995384811576836,0.0023062741583828234
35,0.9995465779794787,0.0022980725697134023
36,0.9995647958285174,0.0019259599957064818
37,0.9995728926503125,0.0018137642180618622
38,0.9995809894721075,0.0019949415145653925
39,0.999601231526595,0.0016266546315784251
40,0.9996073041429413,0.001683102178860625
41,0.9995911104993512,0.001813782285315837
42,0.9995425295685811,0.002445269849948089
43,0.9995870620884537,0.0019543291745769526
44,0.9995344327467861,0.002434319855887532
45,0.9994453677070408,0.004477122350221373
46,0.9631614850380854,0.5880706633791849
47,0.9995728926503125,0.0024753647072714227
48,0.9995344327467861,0.0026407523881058236
49,0.999510142281401,0.002802072106430684
50,0.9994534645288358,0.003961461686698364
51,0.999502045459606,0.0031220009053373504
52,0.9994919244323622,0.00345989164620305
53,0.9995708684448636,0.0029547436631501217
54,0.9995809894721075,0.002322412872538538
55,0.9994757307887722,0.0029418818996394766
56,0.9994838276105672,0.0035613934370969007
57,0.9995141906922985,0.0032933861611737867
58,0.999502045459606,0.003468551258668658
59,0.9995303843358886,0.0026870946491424183
60,0.9995081180759522,0.003020714572547574
61,0.9994716823778746,0.004184310615804322
62,0.9994737065833234,0.0045235057975166896
63,0.9992368745458189,0.0071002723788655
64,0.9994818034051184,0.004017515062797591
65,0.9994251256525533,0.0040196084740875045
66,0.999502045459606,0.003855317331493249
67,0.9994494161179384,0.0046353481809184175
68,0.9988988322358766,0.013448125241034444
69,0.9994210772416557,0.00561373449350391
70,0.9994656097615283,0.004315797915852658
71,0.9995081180759522,0.0041156311578971465
72,0.9994919244323622,0.004144055871742935
73,0.9994818034051184,0.003979055519714357
74,0.9994777549942209,0.003939294253595972
75,0.9996396914301214,0.002455572262675907
76,0.9995141906922985,0.0031039666530975323
77,0.9995222875140936,0.0033942781770363683
78,0.9995324085413373,0.003325921466372032
79,0.9995364569522348,0.0036859888279809263
80,0.9995384811576836,0.0032270093350302374
81,0.9995405053631323,0.0036611369042863474
82,0.999435246679797,0.005739947235052762
83,0.9993158185583204,0.007758596497815075
84,0.9993623752836418,0.006737931918412553
85,0.9993137943528716,0.007385245426462519
86,0.9994757307887722,0.004962498932123348
87,0.9995425295685811,0.004151119225162984
88,0.9995081180759522,0.0045458222386679575
89,0.9995526505958249,0.0038780561305655635
90,0.9995040696650547,0.00461553572288255
91,0.9994838276105672,0.005095662145629558
92,0.9985526931041393,0.019740983162576543
93,0.9995627716230686,0.004049686356284266
94,0.9995141906922985,0.004180026188963453
95,0.9994737065833234,0.005005466603299289
96,0.9994554887342846,0.005515504057436495
97,0.9994858518160159,0.005498115794578095
98,0.999443343501592,0.00497450658813567
99,0.9994757307887722,0.005484392963552045
