epoch,acc,loss
0,0.9262399776527719,1.0413677802204477
1,0.9965608749425632,0.012136298321712431
2,0.9971823060153313,0.009779500536353335
3,0.9975284451470686,0.00845967738477649
4,0.9977106236374567,0.00788204513316581
5,0.9979899639893851,0.007004598090205393
6,0.9981599972470806,0.006476396065429196
7,0.998206553972402,0.0060601644266935605
8,0.9983745630246488,0.005635531064803322
9,0.9984130229281751,0.005248582612230917
10,0.9984575554480477,0.005069323020989473
11,0.9985668625422806,0.004832169969621085
12,0.9986680728147184,0.00468400599586057
13,0.9987004601018985,0.004549554034487966
14,0.9986802180474109,0.004430664226865303
15,0.9987470168272199,0.004281598814673228
16,0.99881179140158,0.004137534478083852
17,0.9988401302778627,0.004113278836397564
18,0.9988542997160039,0.003937296301802131
19,0.9988866870031841,0.0039414374562893794
20,0.9988968080304279,0.0037811364476407396
21,0.9988947838249791,0.003835694054655709
22,0.9988664449486965,0.00389611012305971
23,0.998937292139403,0.0036483549707820775
24,0.9989656310156856,0.0036096449405005494
25,0.9989818246592757,0.0035869045740719876
26,0.9989939698919682,0.0036278158024833094
27,0.9989696794265831,0.0037586563304333105
28,0.9989858730701732,0.0035126009695997397
29,0.9990223087682507,0.0034706373252216057
30,0.9990182603574739,0.003446639654044972
31,0.9990142119464557,0.003484106436078082
32,0.9990506476445333,0.003471309946759866
33,0.9990486234390846,0.0032952595720460408
34,0.9990101635355582,0.0033100104823048583
35,0.9990142119464557,0.0035028548855558935
36,0.9990546960554308,0.0033038849906258314
37,0.9990688654935721,0.0032557645989063763
38,0.9990607686717771,0.003307926921530809
39,0.9990486234390846,0.0033897285412991967
40,0.999052671849982,0.003343858553198178
41,0.9991174464243423,0.003040719999876838
42,0.9991214948352398,0.0031207754724675643
43,0.9991214948352398,0.0031157393439249772
44,0.9991093496025473,0.0030296815780593814
45,0.9991417368897274,0.0028998520530224836
46,0.9991579305333174,0.003010857948986752
47,0.9991720999714587,0.0029545002982766413
48,0.9991133980134448,0.003106894482947779
49,0.9991316158624836,0.003092293347695168
50,0.9991255432461373,0.0030984904864138118
51,0.9991781725879256,0.0029123529814792702
52,0.9991457853006249,0.0030216930881058045
53,0.9991417368897274,0.0030137775659383453
54,0.9991862694096,0.0029512434326112074
55,0.9991640031496637,0.0029601714022079798
56,0.999127567451586,0.0030596948970277493
57,0.9991822209987025,0.002871354079555946
58,0.9992044872586388,0.002813813200160952
59,0.9991559063278687,0.002807017033440738
60,0.9992206809022288,0.0027921113792665963
61,0.9991680515605612,0.0028840681728556352
62,0.9992510439839601,0.002670374299639206
63,0.9991903178204975,0.002783439594352561
64,0.9991984146422925,0.002794011086761416
65,0.9991903178204975,0.0026395797257210453
66,0.999194366231395,0.002882660590632292
67,0.9992712860384477,0.002813397070095578
68,0.9992490197785114,0.0026563460531687823
69,0.9992368745458189,0.0027822207260688606
70,0.9992004388477413,0.002811182020814815
71,0.9992510439839601,0.0026983209118011018
72,0.9992571166003065,0.002696816412411102
73,0.9992550923948577,0.0026277614355289733
74,0.9992672376275502,0.0026453715410895366
75,0.9992368745458189,0.0025715899978411595
76,0.9992227051076776,0.002712863172310467
77,0.9992328261349214,0.002573013799435463
78,0.9992712860384477,0.0025342189964062288
79,0.9992429471621652,0.002679239456716457
80,0.9992733102438965,0.0026138579860469314
81,0.9992976007092816,0.002585056873635183
82,0.999261165011204,0.0026633547808142884
83,0.999269261832999,0.0026270352278879383
84,0.9992834312711403,0.002458707682106003
85,0.9992490197785114,0.002578914973132594
86,0.9992753344493452,0.002594641415702156
87,0.9992652134221015,0.0026212802603531094
88,0.9992976007092816,0.0025476089139075076
89,0.999261165011204,0.0025269508160467263
90,0.9992996249147303,0.002515748523688025
91,0.9993097459419741,0.002458624433810425
92,0.9993077217365254,0.0024673963792072144
93,0.9992935522983841,0.002498492018407683
94,0.9992490197785114,0.002530842673558183
95,0.999269261832999,0.0024963967925607316
96,0.9992429471621652,0.002745019303209835
97,0.9992874796820378,0.0024790146366700464
98,0.9993056975310766,0.0024706702238135032
99,0.9992935522983841,0.002646865751628999
