epoch,acc,loss
0,0.9968341426781453,0.009789531413299997
1,0.9991336400679324,0.003060022159875506
2,0.9992388987512677,0.0025747327382103827
3,0.9993380848182567,0.002268197808656428
4,0.9993623752836418,0.0021012784393693302
5,0.9994008351871682,0.0019068790661411197
6,0.9994757307887722,0.001824728159174863
7,0.9994737065833234,0.0017298089810939413
8,0.9994878760214647,0.0016689719984684173
9,0.9995000212541573,0.0016191870057095735
10,0.9995000212541573,0.0015847994508756474
11,0.999518239103196,0.0014906618558105523
12,0.9995263359249911,0.001472703946648733
13,0.999585037883005,0.0014011765848518435
14,0.999585037883005,0.0013965877551095137
15,0.9995911104993512,0.0013287737795319166
16,0.9995911104993512,0.0013409876358354172
17,0.9996113525538388,0.0012917141570463603
18,0.9996234977865314,0.0012605385910102215
19,0.99960932834839,0.0012755323859864095
20,0.9996275461974289,0.0012506802593784476
21,0.9996133767592875,0.0012119754778488858
22,0.9995951589102487,0.0012229646610050892
23,0.9996194493756339,0.0011600683815711035
24,0.9996376672246726,0.001166455889942964
25,0.9996660061009552,0.0011325617730130533
26,0.9996599334846089,0.001178184296969615
27,0.9996619576900577,0.0011247648206425503
28,0.9996518366628139,0.0011495883789537033
29,0.9996619576900577,0.0011162873538774927
30,0.9996882723608915,0.001076627858774607
31,0.9996700545118528,0.0011480613642359935
32,0.9996720787173015,0.0011330256122121022
33,0.9996902965663403,0.0011104141090635682
34,0.999676127128199,0.0010776559681095824
35,0.9996963691826866,0.0010523356668932
36,0.999692320771789,0.0009872650875997935
37,0.9996639818955064,0.000992842600099982
38,0.9996902965663403,0.0010944333620335044
39,0.9997064902099303,0.001039774896919472
40,0.9997125628262766,0.000994327271228432
41,0.9996781513336478,0.0010032384606374753
42,0.9997145870317253,0.0009430576154420672
43,0.9997064902099303,0.0010287366965570598
44,0.999684223949994,0.0010295369122854494
45,0.9997166112371741,0.0009822825400623303
46,0.9997166112371741,0.0009899800795223016
47,0.9997307806753154,0.0009698740024904286
48,0.9997004175935841,0.000973206923319949
49,0.9997125628262766,0.0009511684667311632
50,0.9997328048807642,0.0009876640543951074
51,0.9997105386208278,0.0009664661572578985
52,0.9997186354426228,0.0009403333508594028
53,0.9997024417990328,0.0009725512605206424
54,0.9997409017025592,0.0009081095387993078
55,0.9997206596480717,0.0009312506315306925
56,0.9997489985243543,0.0008809231176192618
57,0.9997328048807642,0.0009351849090501919
58,0.9997206596480717,0.0009128617500743052
59,0.9997469743189055,0.0009014535099770428
60,0.999751022729803,0.0008858778615373278
61,0.999742925908008,0.0008697371169185024
62,0.9997631679624955,0.0009126932078777308
63,0.9997388774971104,0.0008903336461286985
64,0.9997550711407005,0.0009278913077263406
65,0.9997449501134568,0.0008825209941366964
66,0.9997550711407005,0.0008681916773308576
67,0.999751022729803,0.0008776706120096694
68,0.9997570953461492,0.000819214855379378
69,0.9997287564698667,0.000873963481078599
70,0.9997631679624955,0.0008398118440445749
71,0.9997368532916617,0.0008169937325982125
72,0.9997712647842906,0.0008682022904672754
73,0.9997712647842906,0.0008708467485707344
74,0.9997631679624955,0.0008217391291628458
75,0.999742925908008,0.0009245447063472866
76,0.9997550711407005,0.0008679387465426547
77,0.999767216373393,0.0008027028338433808
78,0.999742925908008,0.0008564247183468448
79,0.9997753131951881,0.0008802363572267349
80,0.9997712647842906,0.0008601277905160799
81,0.999759119551598,0.0008796505671810607
82,0.9997530469352517,0.0008346045097419355
83,0.9997530469352517,0.0008546538585685343
84,0.9997570953461492,0.0008101735022065818
85,0.999767216373393,0.0008329792561262613
86,0.9997611437570467,0.0008096021452915947
87,0.9997793616060856,0.0007931973969158902
88,0.9997753131951881,0.000839953580386287
89,0.9997530469352517,0.0008418501333329832
90,0.999767216373393,0.0007724725253974185
91,0.999742925908008,0.0008277138525229172
92,0.9997611437570467,0.0008054813947554368
93,0.999767216373393,0.0007902035885574099
94,0.999767216373393,0.000782550942487183
95,0.999767216373393,0.0008377318784377452
96,0.9997773374006368,0.0008466560485758345
97,0.9997732889897393,0.0007799451037243806
98,0.9997611437570467,0.00080886866474612
99,0.9997712647842906,0.0008312467130833127
